entity_id,farm_name,normalized_name,entity_type,identity_decision,state,county_equivalent,city,postal_code,address_internal,public_location_classification,latitude,longitude,products,business_types,phone_internal,email_internal,contact_visibility,website_url,facebook_url,instagram_url,tiktok_url,on_farm_sales,farmers_market_sales,online_sales,local_delivery,u_pick,wholesale,farm_to_school,source_observation_count,source_observation_ids,source_names,source_urls,evidence_grades,last_retrieved,canonical_record_ids,canonical_match_status,promotion_status,promotion_blockers,notes
TN-903CF9C120,Promise Land Farm,promise land farm,farm,unique_source_name_reviewed,TN,Jefferson,Talbott,37877,1929 Eller Rd,public_business_address_reviewed_for_future_reduced_precision,,,Cut Flowers; Eggs; You pick CutFlowers,Pick Tennessee Products member,423-616-4426,promiselandfarmtn@gmail.com,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,tnobs_ad92247ea87dcea3249b,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27695.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-AF19D2D8C3,River Glen Equestrian Park,river glen equestrian park,producer_requires_type_review,unique_source_name_reviewed,TN,Jefferson,New Market,37820,1834 London Road,public_business_address_reviewed_for_future_reduced_precision,,,Show and Sales Facilities,Pick Tennessee Products member,865-475-1005,rglen2000@aol.com,internal_until_public_use_review,http://www.river-glen.com,,,,False,False,False,False,False,False,False,1,tnobs_6bca34535df79f1b0cf3,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3260.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-9F890DCDF5,Rustic Roots,rustic roots,producer_requires_type_review,unique_source_name_reviewed,TN,Jefferson,Dandridge,37725,336 Arangio Trail,public_business_address_reviewed_for_future_reduced_precision,,,Soap and Oils,Pick Tennessee Products member,865-724-6136,samildrepacheco@yahoo.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,tnobs_c0be8d437e42fb667dda,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26330.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-334CC58C70,Shelton Farm,shelton farm,farm,unique_source_name_reviewed,TN,Jefferson,New Market,37820,1278 Burchell Road,public_business_address_reviewed_for_future_reduced_precision,,,Pumpkins; Flour Cornmeal,Pick Tennessee Products member,863-388-9014,sheltonfarmdan@yahoo.com,internal_until_public_use_review,,,,,True,False,False,False,False,True,False,1,tnobs_c09338d716609b962577,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.316.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-534B453676,Spring Creek Farms,spring creek farms,farm,unique_source_name_reviewed,TN,Jefferson,Dandridge,37725,835 Spring Creek Rd,public_business_address_reviewed_for_future_reduced_precision,,,Farm Tours; Cut Flowers; You pick CutFlowers; Attractions; Special Event Venue,Pick Tennessee Products member,865-805-6553,springcreekfarmstn@gmail.com,internal_until_public_use_review,,https://www.facebook.com/profile.php?id=100089495783095&mibextid=LQQJ4d,https://www.instagram.com/springcreekfarmstn?igsh=bnpqb2Q2ZHE0NnJ4,,True,False,False,False,True,False,False,1,tnobs_019ee8923502248645ff,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26448.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-BB3B28F846,Stewart Heritage Farm,stewart heritage farm,farm,unique_source_name_reviewed,TN,Jefferson,New Market,37820,639 McGuire Road,public_business_address_reviewed_for_future_reduced_precision,,,Farm Tours; School Tours; Wool Fiber Yarn; Specialty Store,Pick Tennessee Products member,937-430-0603,bhanes99@hotmail.com,internal_until_public_use_review,http://www.stewartheritagefarm.com,https://www.facebook.com/StewartHeritageFarm,,,True,True,False,False,False,False,False,1,tnobs_dfe929c3fe68b363167d,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.19248.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-CD1FECDFBC,Sustainable Aquatics,sustainable aquatics,producer_requires_type_review,unique_source_name_reviewed,TN,Jefferson,Jefferson City,37760,,public_business_address_reviewed_for_future_reduced_precision,,,Fresh Water Farming,Pick Tennessee Products member,865-262-0507,sales@sustainableaquatics.com,internal_until_public_use_review,http://www.sustainableaquatics.com,https://www.facebook.com/SustainableAquatics1/,,,False,False,False,False,False,True,False,1,tnobs_30b2a59670c159b38966,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.15507.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-150CD9F0B3,Swallow Hill Blooms,swallow hill blooms,farm,unique_source_name_reviewed,TN,Jefferson,White Pine,37890,,public_business_address_reviewed_for_future_reduced_precision,,,Cut Flowers,Pick Tennessee Products member,865-806-7533,swallowhillblooms@gmail.com,internal_until_public_use_review,,http://www.facebook.com/Swallowhillblooms,,,False,False,False,False,False,False,False,1,tnobs_133739a1983ff1036662,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.25013.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-48D07EB764,Timberlake Nutritional Garden,timberlake nutritional garden,producer_requires_type_review,unique_source_name_reviewed,TN,Jefferson,Talbott,37877,,public_business_address_reviewed_for_future_reduced_precision,,,Grapes; Arugula; Beans; Collards; Herbs; Kale; Mustard Greens; Okra; Onions; Peppers; Radishes; Spinach; Squash Winter; Tomatillos; Tomatoes; Turnip Greens; Turnips; Cucumbers; Vegetable Others; Garlic,Pick Tennessee Products member,865-804-2503,cjholbertfarm@gmail.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,tnobs_c5c69eb1698aaf144c16,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.23650.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-300C58D5CF,Walter State Great Smoky Mountains Expo Center,walter state great smoky mountains expo center,producer_requires_type_review,unique_source_name_reviewed,TN,Jefferson,White Pine,37890,1615 Pavilion Drive,public_business_address_reviewed_for_future_reduced_precision,,,Show and Sales Facilities,Pick Tennessee Products member,423-318-2720,,internal_until_public_use_review,http://www.ws.edu/expo,,,,False,False,False,False,False,False,False,1,tnobs_f835c67ce04d26f39062,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2321.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-8D05542BD5,Yellowbird Hill,yellowbird hill,producer_requires_type_review,unique_source_name_reviewed,TN,Jefferson,Strawberry Plains,37871,,public_business_address_reviewed_for_future_reduced_precision,,,Cut Flowers; Arugula; Broccoli; Carrots; Cucumbers; Herbs; Kale; Onions; Peas; Peppers; Potatoes; Spinach; Tomatoes,Pick Tennessee Products member,859-338-8295,katren29@yahoo.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,tnobs_b553f914b8b3d47fdb24,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.25042.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-7E3A0B5F64,Greiber Family Farm,greiber family farm,farm,unique_source_name_reviewed,TN,Johnson,Shady Valley,37688,2402 Winchester Road,public_business_address_reviewed_for_future_reduced_precision,,,Beans; Cucumbers; Eggplant; Lettuce; Okra; Peppers; Potatoes; Pumpkins; Squash Summer; Tomatoes; Squash Winter,Pick Tennessee Products member,423-444-3017,greiberfamilyfarm@gmail.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,tnobs_cca547a03a8c99da151c,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.5884.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-4AD914F5A5,Joe Grindstaff Nursery,joe grindstaff nursery,farm,unique_source_name_reviewed,TN,Johnson,Mountain City,37683,5330 Roan Creek Road,public_business_address_reviewed_for_future_reduced_precision,,,Christmas Trees; Pre Cut,Pick Tennessee Products member,,,internal_until_public_use_review,,,,,False,False,False,False,False,False,False,1,tnobs_f2dcf1c1bfe847719b12,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2473.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-27E99CCC63,Johnson County Farmers Market,johnson county farmers market,producer_requires_type_review,unique_source_name_reviewed,TN,Johnson,Mountain City,37683,Ralph Stout Park,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,,marketmanager@johnsoncountyfm.com,internal_until_public_use_review,http://www.johnsoncountyfm.com/,http://facebook.com/johnsoncountyfarmersmarket,,,False,False,False,False,False,False,False,1,tnobs_adafc3725b9570b6347e,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.894.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-C8762E9EE3,JoNell Farm,jonell farm,farm,unique_source_name_reviewed,TN,Johnson,Johnson City,37604,2503 Browns Mill Road,public_business_address_reviewed_for_future_reduced_precision,,,Wool Fiber Yarn,Pick Tennessee Products member,423-218-7768,jonellfarm@gmail.com,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,tnobs_9af89a7f0977610ba26f,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3554.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-A0DE84FAA0,Morley Farm and Orchard,morley farm and orchard,farm,unique_source_name_reviewed,TN,Johnson,Shady Valley,37688,,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism,U-pick; agritourism,(423) 739-3647,,internal_until_public_use_review,,https://www.facebook.com/shadyvalley,,,True,False,False,False,True,False,False,1,tnobs_63be68043f4cbfdc3cbc,PickYourOwn — Northeastern Tennessee,https://www.pickyourown.org/TNne.htm,E,2026-07-16,,new_state_candidate,research_or_qa_queue,single grade-E discovery listing needs corroboration,Fields selected by evidence grade; every source observation remains separately auditable.
TN-543A9019E9,Morley's Farm and Orchard,morleys farm and orchard,farm,unique_source_name_reviewed,TN,Johnson,Shady Valley,37688,611 Sluder Road,public_business_address_reviewed_for_future_reduced_precision,,,Blueberries; You pick Blueberries,Pick Tennessee Products member,423-739-3647,morleysfarmandorchard@gmail.com,internal_until_public_use_review,,https://www.facebook.com/Morleys-Farm-and-Orchard-149832062496760/,,,True,False,False,False,True,False,False,1,tnobs_2a37329437f66a99b9d6,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.16578.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-B81E998484,"Mountain View Nursery & Landscaping, LLC",mountain view nursery and landscaping,farm,unique_source_name_reviewed,TN,Johnson,Butler,37640,1167 Dry Hill Road,public_business_address_reviewed_for_future_reduced_precision,,,Native Plants; Perennial Grower; Woody Ornamental Grower; Retail Nursery Grower,Pick Tennessee Products member,423-727-2774,harvey@mtnviewnursery.com,internal_until_public_use_review,http://www.mtnviewnursery.com,https://www.facebook.com/Mountain-View-Nursery-Landscaping-LLC-157082191011392/,,,False,False,False,False,False,False,False,1,tnobs_cfe14a9be878539f40f6,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.1245.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-FD5BF16326,Our Farm at Shady Valley,our farm at shady valley,farm,unique_source_name_reviewed,TN,Johnson,Shady Valley,37688,632 Roller Mill Rd,public_business_address_reviewed_for_future_reduced_precision,,,Blackberries; Blueberries; Cantaloupes; Grapes; Raspberries; Strawberries; Watermelons; Asparagus; Arugula; Beans; Beets; Broccoli; Cabbage; Carrots; Cauliflower; Celery; Collards; Corn; Cucumbers; Eggplant; Herbs; Kale; Lettuce; Mushrooms; Mustard Greens; Okra; Onions; Peas; Peppers; Potatoes; Pumpkins; Radishes; Spinach; Squash Summer; Squash Winter; Sweet Potatoes; Tomatillos; Tomatoes; Turnip Greens; Turnips,Pick Tennessee Products member,828-260-2785,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,tnobs_bfde1b621fcd08a40bb0,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.18017.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-629682532A,SHOUN LUMBER LLD,shoun lumber lld,producer_requires_type_review,unique_source_name_reviewed,TN,Johnson,Butler,37640,147 GEORGE SHOUN LANE,public_business_address_reviewed_for_future_reduced_precision,,,Mulch,Pick Tennessee Products member,423-768-3211,katie@shounlumber.com,internal_until_public_use_review,,,,,False,False,False,False,False,True,False,1,tnobs_4415e003e0e417ec6f34,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27528.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-4D6419074A,Sweet Spring Farm,sweet spring farm,farm,unique_source_name_reviewed,TN,Johnson,Trade,37691,142 C. Snyder Road,public_business_address_reviewed_for_future_reduced_precision,,,Vegetable Plants; Apples; Grapes; Asparagus; Arugula; Beans; Broccoli; Cabbage; Celery; Collards; Cucumbers; Eggplant; Herbs; Kale; Lettuce; Onions; Peppers; Potatoes; Squash Summer; Squash Winter; Tomatillos; Tomatoes; Vegetable Others; Turnip; Various Greens,Pick Tennessee Products member,423-727-9183,Sweetspringfarmtn@gmail.com,internal_until_public_use_review,,https://www.facebook.com/Sweet%20Spring%20Farm,,,True,True,False,False,False,False,False,1,tnobs_25e0a8b759ca96bbe930,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.7892.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-F2F9E37460,Villa Nove Vineyards,villa nove vineyards,farm,unique_source_name_reviewed,TN,Johnson,Butler,37640,,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism,U-pick; agritourism,(423) 768-3633,info@WataugaLakeWinery.com,internal_until_public_use_review,https://www.VillaNoveVineyards.com,,,,True,False,False,False,True,False,False,1,tnobs_b9a9e739fd9d79ccdc41,PickYourOwn — Northeastern Tennessee,https://www.pickyourown.org/TNne.htm,E,2026-07-16,,new_state_candidate,research_or_qa_queue,single grade-E discovery listing needs corroboration,Fields selected by evidence grade; every source observation remains separately auditable.
TN-DA183F01F1,Villa Nove Vineyards and Farm Winery,villa nove vineyards and farm winery,farm,unique_source_name_reviewed,TN,Johnson,Butler,37640,1877 Dry Hill Road,public_business_address_reviewed_for_future_reduced_precision,,,Agriculture Festivals; Farm Tours; Blackberries; Grapes; You pick Blackberries; Attractions; Special Event Venue; Weddings,Pick Tennessee Products member,423-768-3633,aeastridge@waterfrontgrp.com,internal_until_public_use_review,http://www.VillaNoveVineyards.com,https://www.facebook.com/pages/Villa-Nove-Vineyards/229629823785133,,,True,False,False,False,True,False,False,1,tnobs_9e97452e5334ee3e55c5,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2649.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-03F8A48D16,Watauga Lake Winery,watauga lake winery,farm,unique_source_name_reviewed,TN,Johnson,Butler,37640,6952 Big Dry Run Road,public_business_address_reviewed_for_future_reduced_precision,,,Farm Tours; Blackberries; Fruit Wine; Fortified Wine; Red Wine; White Wine; Wine Grapes; Attractions; Special Event Venue; Weddings,Pick Tennessee Products member,423-768-0345,,internal_until_public_use_review,http://www.WataugaLakeWinery.com,,,,False,False,False,False,False,False,False,1,tnobs_e75f095a25ab19c868db,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3093.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-6E7E1B1B3A,Wintergreen Farm,wintergreen farm,farm,unique_source_name_reviewed,TN,Johnson,Mountain City,37683,223 Waddell Road,public_business_address_reviewed_for_future_reduced_precision,,,Christmas Trees; Cut Your Own,Pick Tennessee Products member,423-727-3033,wintergreenfarm@gmail.com,internal_until_public_use_review,,https://www.facebook.com/pages/Mountain-City-TN/Wintergreen-Farm/214408870947,,,False,False,False,False,False,False,False,1,tnobs_a3c83d9dfc8221f181e9,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2482.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-6023B7769A,Alliance Brewing Company,alliance brewing,producer_requires_type_review,unique_source_name_reviewed,TN,Knox,Knoxville,37920,1130 Sevier Avenue,public_business_address_reviewed_for_future_reduced_precision,,,Special Event Venue,Pick Tennessee Products member,865-247-5355,info@alliancebrewing.com,internal_until_public_use_review,http://www.alliancebrewing.com,,,,False,False,False,False,False,True,False,1,tnobs_1cd3ecdece960ee99e82,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.19407.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-11858BD208,ANM Sauces (Altruda's),anm sauces altrudas,producer_requires_type_review,unique_source_name_reviewed,TN,Knox,Knoxville,37917,2004 E Magnolia Ave,public_business_address_reviewed_for_future_reduced_precision,,,Sauces and Dressings,Pick Tennessee Products member,865-803-5258,shopaltrudas@gmail.com,internal_until_public_use_review,https://altrudas.myshopify.com/,https://www.facebook.com/Altrudas,,,False,False,False,False,False,True,False,1,tnobs_e25d94879c722bebbcac,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26134.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-ED617530EC,Barrelhouse by Gypsy Circus,barrelhouse by gypsy circus,producer_requires_type_review,unique_source_name_reviewed,TN,Knox,Knoxville,37917,621 Lamar St,public_business_address_reviewed_for_future_reduced_precision,,,Agriculture Festivals; Juice; Apples; Hard Cider; Attractions; Facility Tours; Weddings; Special Event Venue,Pick Tennessee Products member,215-925-5552,ciderhouse@gypsycircuscider.com,internal_until_public_use_review,http://www.gypsycircuscider.com,https://www.facebook.com/BarrelhousebyGypsy,https://www.instagram.com/barrelhousebygypsy/,,False,False,False,False,False,False,False,1,tnobs_07adcc16099dc19249e7,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.19575.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-E097D95E94,Beau Bleu Limousin Farm,beau bleu limousin farm,farm,unique_source_name_reviewed,TN,Knox,Knoxville,37922,9020 Bluegrass Road,public_business_address_reviewed_for_future_reduced_precision,,,Blackberries; Blueberries; Tomatoes; You pick Blackberries; You pick Blueberries,Pick Tennessee Products member,865-693-4221,,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,tnobs_0ad6dd9de73603c74c14,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2807.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-27A7F642E4,Beau Blue Limonsin - Beauchene's Berry Farm,beau blue limonsin beauchenes berry farm,farm,unique_source_name_reviewed,TN,Knox,Knoxville,37922,,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism,U-pick; agritourism,(865) 693-4221,beauchen@utk.edu,internal_until_public_use_review,http://beauchenesblueberryhill.blogspot.com/2014/07/beau-blue-limonsin-beauchenes-berry.html,,,,True,False,False,False,True,False,False,1,tnobs_85d7ac282e3b2acfc3c2,PickYourOwn — Knoxville area,https://www.pickyourown.org/TNknoxville.htm,E,2026-07-16,,new_state_candidate,research_or_qa_queue,single grade-E discovery listing needs corroboration,Fields selected by evidence grade; every source observation remains separately auditable.
TN-AD10C4ECD2,Beauchamp Family Farm,beauchamp family farm,farm,unique_source_name_reviewed,TN,Knox,Corryton,37721,8607 Tazewell Pike,public_business_address_reviewed_for_future_reduced_precision,,,Eggs; Wool Fiber Yarn,Pick Tennessee Products member,616-930-7727,thisis.ourzoo@gmail.com,internal_until_public_use_review,https://jessandcompany.com/beauchamp-family-farm/,https://www.facebook.com/BeauchampFamilyFarm,https://www.instagram.com/thisis.ourzoo/,,True,False,False,False,False,False,False,1,tnobs_dcb40d6869d22b08dd1d,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.24755.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-5C7904A7F2,Berney Blueberry Farm,berney blueberry farm,farm,merged_exact_name_reviewed,TN,Knox,Powell,37849,9912 Kenny Road,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism; Blueberries; You pick Blueberries,U-pick; agritourism; Pick Tennessee Products member,865-705-2483,michaelberneysmith@yahoo.com,internal_until_public_use_review,,https://www.facebook.com/BerneyBlueberryFarm,,,True,False,False,False,True,False,False,2,tnobs_3e7cb1c86d3fad66c939 | tnobs_7d467e3d2840c859f825,PickYourOwn — Knoxville area | Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.pickyourown.org/TNknoxville.htm | https://www.picktnproducts.org/picktn-producers/picktn-listing.11248.html,B; E,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-7C43C21558,Bistro By The Tracks,bistro by the tracks,producer_requires_type_review,unique_source_name_reviewed,TN,Knox,Knoxville,37919,215 Brookview Center Way,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,865-558-9500,INFO@BISTROBYTHETRACKS.COM%20,internal_until_public_use_review,http://bistrobythetracks.com/,,,,False,False,False,False,False,False,False,1,tnobs_744a816de41803eda746,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.10014.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-569BA16749,Blackhorse Brewery - Knoxville,blackhorse brewery knoxville,producer_requires_type_review,unique_source_name_reviewed,TN,Knox,Knoxville,37902,430 South Gay Street,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,865-249-8511,,internal_until_public_use_review,http://www.blackhorsebrews.com,https://www.facebook.com/Blackhorse-Brewing-Company-522629571152364/,https://www.instagram.com/blackhorsebrews/,,False,False,False,False,False,True,False,1,tnobs_0562a6c6853fbf489766,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.7948.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-B7718D9A6A,Blue Slip Winery,blue slip winery,producer_requires_type_review,unique_source_name_reviewed,TN,Knox,Knoxville,37917,300 West Depot Avenue,public_business_address_reviewed_for_future_reduced_precision,,,Fruit Wine; Red Wine; White Wine; Hard Cider,Pick Tennessee Products member,865-249-7808,jgalyon@blueslip.com,internal_until_public_use_review,http://southernrailwaystation.com/,,,,False,False,False,False,False,False,False,1,tnobs_a3ce8d7e152e2efd1609,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2429.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-5A44BD6A94,Briarwood Farm,briarwood farm,farm,unique_source_name_reviewed,TN,Knox,Strawberry Plains,37871,9713 Will Merritt Rd,public_business_address_reviewed_for_future_reduced_precision,,,Soap and Oils; Goats Milk,Pick Tennessee Products member,865-409-6957,briarwoodfarmproducts@gmail.com,internal_until_public_use_review,http://briarwoodfarmproducts.com,,,,True,True,False,False,False,True,False,1,tnobs_1110287c0ebfc7c365c5,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26109.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-2F0BB90E50,Broadacre Dairies LLC (Weigel's),broadacre dairies llc weigels,producer_requires_type_review,unique_source_name_reviewed,TN,Knox,Powell,37849,3100 Weigel Lane,public_business_address_reviewed_for_future_reduced_precision,,,Milk,Pick Tennessee Products member,865-938-2042,,internal_until_public_use_review,,,,,False,False,False,False,False,False,False,1,tnobs_2f375e84552c0f995d9c,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.754.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
